Player,Real,Predicted
Kevin Pillar,0.506,0.780208
Kevin Plawecki,0.7586666666666667,0.80900556
Khalil Lee,0.578,0.7769191
Khris Davis,0.5973333333333334,0.7862281
Kole Calhoun,0.731,0.78855705
Kolten Wong,0.7233333333333333,0.7984011
Kris Bryant,0.7079999999999999,0.7935825
Kris Negron,0.648,0.7933146
Kurt Suzuki,0.7076666666666666,0.78756446
Kyle Farmer,0.7713333333333333,0.8226529
Kyle Garlick,0.5823333333333334,0.81458646
Kyle Higashioka,0.5710000000000001,0.7781162
Kyle Isbel,0.715,0.8092071
Kyle Lewis,0.609,0.8014631
Kyle Schwarber,0.7473333333333333,0.82322025
Kyle Seager,0.6926666666666667,0.80630845
Kyle Tucker,0.5696666666666667,0.80482274
LaMonte Wade,0.6553333333333334,0.7838322
Lane Thomas,0.7983333333333333,0.8021507
Lars Nootbaar,0.635,0.7769191
Leody Taveras,0.7255,0.79906654
Leonys Martin,0.708,0.81969494
Leury Garcia,0.7686666666666667,0.80412745
Lewin Diaz,0.768,0.81758404
Lewis Brinson,0.6463333333333333,0.7769191
Logan Forsythe,0.48749999999999993,0.7804067
Logan Morrison,0.6829999999999999,0.79351294
Lorenzo Cain,0.8959999999999999,0.82938087
Lourdes Gurriel,0.6649999999999999,0.7769191
Lucas Duda,0.519,0.7769191
Luis Alexander Basabe,0.544,0.78404444
Luis Arraez,0.7433333333333333,0.8048573
Luis Barrera,0.733,0.7769191
Luis Campusano,0.46199999999999997,0.7832289
Luis Garcia,0.646,0.7921647
Luis Gonzalez,0.573,0.7769191
Luis Guillorme,0.6343333333333333,0.7964727
Luis Marte,0.669,0.8105087
Luis Rengifo,0.641,0.7883137
Luis Robert,0.6345000000000001,0.7769191
Luis Sardinas,1.185,0.8584687
Luis Torrens,0.5794999999999999,0.77810156
Luis Urias,0.644,0.79762256
Luke Maile,0.3825,0.782817
Luke Raley,0.6759999999999999,0.7769191
Luke Voit,0.68375,0.79795873
Luke Williams,0.852,0.85132146
Mac Williamson,0.7929999999999999,0.80627286
Magneuris Sierra,0.6456666666666667,0.7946008
Maikel Franco,0.6326666666666666,0.7978227
Mallex Smith,0.713,0.7903484
Manny Machado,0.65,0.79365736
Manny Pina,0.7533333333333333,0.8159523
Manuel Margot,0.5153333333333333,0.7889563
Marcell Ozuna,0.638,0.7910379
Marco Hernandez,0.871,0.8570559
Marcus Semien,0.6286666666666667,0.78662115
Mario Feliciano,0.672,0.7769191
Mark Canha,0.621,0.789143
Mark Mathias,0.225,0.7769191
Mark Payton,0.5574999999999999,0.7890226
Mark Reynolds,0.569,0.7769191
Mark Trumbo,0.616,0.7769191
Mark Zagunis,0.7095,0.81052935
Martin Maldonado,0.6896,0.79401493
Martin Prado,0.732,0.833546
Marwin Gonzalez,0.7546666666666667,0.81584704
Mason Williams,0.5266666666666667,0.7802959
Matt Adams,0.781,0.8019414
Matt Beaty,0.673,0.7825397
Matt Carpenter,0.6926666666666668,0.8104165
Matt Chapman,0.6366666666666667,0.7769191
Matt Davidson,0.29100000000000004,0.7769191
Matt Duffy,0.7329999999999999,0.799567
Matt Joyce,0.6786666666666666,0.7937482
Matt Kemp,0.6319999999999999,0.7769191
Matt Olson,0.6699999999999999,0.7952605
Matt Reynolds,0.802,0.79710466
Matt Skole,0.7915,0.8317488
Matt Thaiss,0.386,0.7769191
Matt Vierling,1.0,0.8584259
Matt Wieters,0.5645,0.7769191
Matt den Dekker,0.419,0.7769191
Mauricio Dubon,0.798,0.82361543
Max Kepler,0.7083333333333334,0.78886956
Max Moroff,0.8585,0.8159149
Max Muncy,0.71,0.8089603
Max Schrock,0.9025,0.825175
Max Stassi,0.77525,0.8077527
Meibrys Viloria,0.47550000000000003,0.7823828
Melky Cabrera,0.858,0.82438505
Michael Brantley,0.6683333333333333,0.7831899
Michael Chavis,0.8013333333333333,0.82951295
Michael Conforto,0.6766666666666667,0.7823555
Michael Hermosillo,0.9075,0.8507304
Michael Perez,0.7399999999999999,0.81074053
Michael Reed,0.7040000000000001,0.7769191
Michael Taylor,0.8343333333333334,0.8129261
Mickey Moniak,0.735,0.81225985
Miguel Andujar,0.6476666666666667,0.7769191
Miguel Cabrera,0.7280000000000001,0.80476004
Miguel Gomez,0.634,0.7769191
Miguel Montero,0.7929999999999999,0.803526
Miguel Rojas,0.594,0.7864054
Miguel Sano,0.8456666666666667,0.8287577
Mike Brosseau,0.7240000000000001,0.8038787
Mike Ford,0.816,0.8234699
Mike Freeman,0.7380000000000001,0.8040739
Mike Gerber,0.731,0.79428476
Mike Moustakas,0.758,0.80337864
Mike Tauchman,0.7497499999999999,0.81107086
Mike Trout,0.7746666666666666,0.78967965
Mike Yastrzemski,0.7313333333333333,0.8032987
Mike Zunino,0.6803333333333335,0.7780093
Mikie Mahtook,0.708,0.8002309
Mitch Garver,0.828,0.8270836
Mitch Haniger,0.6005,0.7769191
Mitch Moreland,0.7045,0.7930527
Mitch Walding,0.807,0.832648
Monte Harrison,0.893,0.84552324
Mookie Betts,0.6003333333333334,0.7795408
Myles Straw,0.6837499999999999,0.79232216
Nathaniel Lowe,0.6306666666666667,0.79381
Neil Walker,0.7315,0.812137
Nelson Cruz,0.6637500000000001,0.7892598
Nick Ahmed,0.6946666666666667,0.8027913
Nick Castellanos,0.78375,0.8197112
Nick Ciuffo,0.884,0.85491705
Nick Dini,1.067,0.8584687
Nick Gordon,0.77,0.8303039
Nick Heath,0.39,0.7778922
Nick Hundley,0.8320000000000001,0.83385855
Nick Madrigal,0.4955,0.7769191
Nick Markakis,0.8335,0.8389118
Nick Martini,0.5606666666666668,0.7769191
Nick Maton,0.693,0.79793715
Nick Senzel,0.8153333333333332,0.8322037
Nick Solak,0.8166666666666668,0.82568735
Nick Williams,0.6675,0.7836791
Nicky Delmonico,0.43750000000000006,0.79185104
Nicky Lopez,0.5013333333333333,0.8076975
Nico Hoerner,0.703,0.7909435
Niko Goodrum,0.6183333333333333,0.80357176
Nolan Arenado,0.6346666666666666,0.7901199
Nolan Fontana,0.45399999999999996,0.7802259
Nomar Mazara,0.5586666666666666,0.7952571
Odubel Herrera,0.74,0.79457617
Omar Narvaez,0.6153333333333334,0.7876879
Orlando Arcia,0.60475,0.785499
Oscar Hernandez,0.618,0.7843999
Oscar Mercado,0.702,0.7930164
Owen Miller,0.63,0.7769191
Ozzie Albies,0.5973333333333334,0.787404
P.J. Higgins,0.885,0.8524361
Pablo Reyes,0.5579999999999999,0.7769191
Pablo Sandoval,0.67425,0.7970471
Pat Valaika,0.7949999999999999,0.80290323
Patrick Kivlehan,0.5955,0.7769191
Patrick Mazeika,0.5710000000000001,0.7769191
Patrick Wisdom,0.7230000000000001,0.7769191
Paul DeJong,0.8290000000000001,0.80788606
Paul Goldschmidt,0.765,0.8233322
Pavin Smith,0.8134999999999999,0.806335
Pedro Severino,0.5713333333333334,0.77831304
Pete Alonso,0.6373333333333334,0.77755195
Peter Bourjos,0.45399999999999996,0.7769191
Peter O'Brien,0.708,0.7989978
Phil Gosselin,0.6066666666666666,0.7832608
Phillip Ervin,0.7540000000000001,0.8232814
Phillip Evans,0.6085,0.7769191
Rafael Devers,0.7069999999999999,0.8042485
Rafael Marchan,0.5780000000000001,0.7769191
Rafael Ortega,0.6095,0.7928252
Raimel Tapia,0.6466666666666666,0.7829369
Rajai Davis,0.266,0.7769191
Ramon Laureano,0.8343333333333334,0.82126343
Ramon Urias,0.7270000000000001,0.8101109
Randal Grichuk,0.6920000000000001,0.7780307
Randy Arozarena,0.616,0.7769191
Rangel Ravelo,0.3225,0.7836324
Raudy Read,0.8109999999999999,0.84384274
Reese McGuire,0.5426666666666666,0.7769191
Renato Nunez,0.8023333333333333,0.8181748
Rene Rivera,0.75125,0.81451494
Rhys Hoskins,0.646,0.817695
Richard Urena,0.701,0.7769191
Richie Martin,0.245,0.7769191
Riley Adams,0.599,0.7769191
Rio Ruiz,0.609,0.7849722
Rob Brantly,0.887,0.8383759
Rob Refsnyder,0.6034999999999999,0.7794938
Robbie Grossman,0.624,0.7995379
Robel Garcia,0.4285,0.7769191
Roberto Perez,0.7443333333333334,0.80472064
Robinson Cano,0.788,0.81219625
Robinson Chirinos,0.7045,0.80671585
Rocky Gale,0.787,0.7949938
Rodolfo Castro,0.511,0.7830693
Roman Quinn,0.628,0.7985739
Ronald Acuna,0.6353333333333333,0.7835225
Ronald Guzman,0.6366666666666667,0.7769191
